technology,rsp,state,geography,download_busy,upload_busy,latency_busy,tier,underperforming
Fibre to the Node,Dodo & iPrimus,NSW,Urban,26.34,4.71,19.61,25/5 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,QLD,Urban,107.62,37.46,8.06,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,105.22,37.61,7.81,100/40 Mbps,FALSE
Fibre to the Node,Aussie Broadband,ACT,Urban,73.57,18.96,13.24,75/20 Mbps,FALSE
Fibre to the Node,Superloop,NSW,Urban,50.28,8.51,10.91,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NT + SA,Urban,97.68,18.68,23.5,100/20 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,108.62,18.64,3.2,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,108.18,18.95,7.98,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,108.7,19.03,2.14,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,QLD,Urban,105.22,18.72,9.32,100/20 Mbps,FALSE
Fibre to the Node,TPG,VIC,Urban,105.26,16.76,19.8,100/20 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,52.46,18.77,2.65,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,108.39,37.44,8.37,100/40 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,108.46,18.96,12.37,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,105.25,18.76,7.58,100/20 Mbps,FALSE
Fibre to the Node,Other RSPs,NSW,Urban,51.58,9.6,14.26,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,ACT,Urban,52.84,17.71,12.55,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,WA,Urban,53.63,18.93,2.89,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,QLD,Urban,105.54,37.63,10.2,100/40 Mbps,FALSE
Fibre to the Node,TPG,WA,Urban,53.68,16.74,9.43,50/20 Mbps,FALSE
Fibre to the Node,TPG,QLD,Major Rural,26.25,4.7,35.81,25/5 Mbps,FALSE
Fibre to the Node,Optus,WA,Urban,67.59,18.86,28.48,100/20 Mbps,TRUE
Fibre to the Node,Telstra,NSW,Urban,25.83,4.74,18.97,25/5 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,103.9,17.06,17.57,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,103.99,37.2,3.69,100/40 Mbps,FALSE
Fibre to the Premises,Leaptel,VIC,Urban,102.65,17.2,2.08,100/20 Mbps,FALSE
Fibre to the Curb,Telstra,NSW,Urban,53.05,18.78,7.73,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,53.33,18.79,4.41,50/20 Mbps,FALSE
Fibre to the Premises,Optus,NSW,Urban,53.63,18.7,3.94,50/20 Mbps,FALSE
Fibre to the Node,Vodafone,WA,Urban,67.46,18.93,9.69,100/20 Mbps,TRUE
Fibre to the Premises,TPG,NSW,Urban,268.77,21.61,2.76,250/25 Mbps,FALSE
Fibre to the Node,Other RSPs,NSW,Urban,26.48,4.71,11.14,25/5 Mbps,FALSE
Fibre to the Node,Optus,NSW,Urban,54.34,11.75,11.34,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,92.31,35.62,2.81,100/40 Mbps,FALSE
Fibre to the Node,Other RSPs,QLD,Major Rural,33.42,3.5,26.18,50/20 Mbps,FALSE
Fibre to the Node,Telstra,NSW,Major Rural,106.67,19.03,13.16,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,73.94,18.68,9.24,75/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,WA,Urban,25.21,3.9,10.07,25/10 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,WA,Urban,106.82,18.77,6.21,100/20 Mbps,FALSE
Fibre to the Premises,Launtel,TAS,Urban,89.2,17.89,9.64,100/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,53.96,19.06,15.38,50/20 Mbps,FALSE
Fibre to the Curb,Telstra,NSW,Urban,79.85,18.06,5.98,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,QLD,Urban,108.3,37.91,7.62,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,QLD,Urban,106.49,18.43,9.76,100/20 Mbps,FALSE
Fibre to the Premises,Superloop,NSW,Urban,105.73,36.73,3.36,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,109.16,18.81,8.26,100/20 Mbps,FALSE
Fibre to the Premises,iiNet,NT + SA,Urban,108.39,18.97,12.95,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,NSW,Urban,52.31,18.82,8.24,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,WA,Urban,23.63,9.34,10.58,25/10 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,45.86,7.86,10.57,50/20 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,51.09,18.76,10.31,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,53.39,18.83,11.58,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,106.82,18.82,4.66,100/20 Mbps,FALSE
Fibre to the Node,Telstra,NSW,Minor Rural,27.29,4.73,13.31,25/5 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,108.88,18.84,9.78,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,82.3,37.69,8.55,100/40 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,271.05,23.68,5.42,250/25 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,53.42,18.8,9.69,50/20 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,107.48,18.82,2.26,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,VIC,Urban,246.22,23.82,15.28,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,QLD,Urban,52.88,18.64,10.58,50/20 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,53.42,19,9.9,50/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Major Rural,263.51,93.68,22.87,250/100 Mbps,FALSE
Fibre to the Node,Leaptel,ACT,Urban,51.53,18.91,11.2,50/20 Mbps,FALSE
Fibre to the Node,Telstra,QLD,Urban,107.58,18.97,24.19,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,QLD,Major Rural,34.58,6.78,30.22,50/20 Mbps,TRUE
Hybrid Fibre Coaxial,TPG,QLD,Urban,208.52,23.07,9.76,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,QLD,Urban,50.75,18.56,10.6,50/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,107.21,18.9,4.23,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,NSW,Urban,53.75,18.65,9.03,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Other RSPs,QLD,Urban,94.82,17.3,23.04,100/20 Mbps,FALSE
Fibre to the Premises,TPG,WA,Urban,264.76,21.28,3.28,250/25 Mbps,FALSE
Fibre to the Premises,Telstra,QLD,Urban,108,19.03,17.37,100/20 Mbps,FALSE
Fibre to the Premises,Vodafone,ACT,Urban,106.77,18.94,7.3,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,QLD,Urban,52.81,18.75,8.1,50/20 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Major Rural,94.5,37.37,21.38,100/40 Mbps,FALSE
Fibre to the Curb,TPG,WA,Urban,52.96,18.74,16.3,50/20 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,259.52,23.32,4.53,250/25 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,109.24,18.98,4.52,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,94.13,18.92,10.65,100/20 Mbps,FALSE
Fibre to the Premises,TPG,VIC,Urban,105.66,18.83,6.85,100/20 Mbps,FALSE
Fibre to the Node,Telstra,NSW,Urban,26.63,4.71,8.52,25/5 Mbps,FALSE
Fibre to the Premises,Leaptel,NSW,Minor Rural,104.98,18.85,5.21,100/20 Mbps,FALSE
Fibre to the Node,Optus,NSW,Urban,44.49,9.96,9.64,50/20 Mbps,FALSE
Fibre to the Premises,Leaptel,QLD,Urban,51.3,18.81,3.93,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,WA,Urban,53.1,18.8,3.18,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,107.2,37.7,19.25,100/40 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,108.5,18.77,13.14,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,WA,Urban,108.64,37.94,1.59,100/40 Mbps,FALSE
Fibre to the Node,iiNet,WA,Urban,33.73,6.31,9.78,50/20 Mbps,TRUE
Fibre to the Premises,Optus,VIC,Urban,272.77,23.23,3.23,250/25 Mbps,FALSE
Fibre to the Premises,Superloop,QLD,Urban,108.01,18.91,17.02,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Other RSPs,QLD,Urban,49.67,17.94,20.26,50/20 Mbps,FALSE
Fibre to the Node,Superloop,NSW,Major Rural,99.06,35.06,15.26,100/40 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Major Rural,53.52,18.9,18.9,50/20 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,53.37,18.85,4.03,50/20 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,50.25,18.7,3.55,50/20 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,105.79,16.52,3.11,100/20 Mbps,FALSE
Fibre to the Node,Other RSPs,NSW,Urban,52.5,18.82,11.73,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,VIC,Urban,53.44,18.85,15.63,50/20 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,105.11,18.83,5.95,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NSW,Remote,28.95,8.71,15.23,50/20 Mbps,TRUE
Fibre to the Premises,TPG,VIC,Major Rural,106.95,18.67,11.31,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,NSW,Urban,105.64,37.61,9.81,100/40 Mbps,FALSE
Fibre to the Premises,iiNet,NSW,Urban,34.95,17.75,13.32,50/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,91.99,18.69,6.37,100/20 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,52.7,18.85,6.32,50/20 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Urban,83.8,31.4,9.72,100/40 Mbps,FALSE
Fibre to the Node,Other RSPs,NT + SA,Urban,19.39,7.26,36.44,25/10 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,52.99,18.86,3.82,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Optus,NSW,Urban,106.02,18.93,12.08,100/20 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,268.24,23.66,4.84,250/25 Mbps,FALSE
Fibre to the Premises,Superloop,NSW,Urban,108.43,18.94,3.17,100/20 Mbps,FALSE
Fibre to the Premises,iiNet,ACT,Urban,88.41,18.75,7.05,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,VIC,Urban,92.11,18.75,11.49,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,QLD,Urban,100.18,18.62,19.58,100/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,25.57,4.7,15.46,25/5 Mbps,FALSE
Fibre to the Premises,Superloop,NSW,Urban,268.35,23.61,3.18,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,NSW,Urban,51.63,18.73,8.45,50/20 Mbps,FALSE
Fibre to the Premises,Leaptel,ACT,Urban,264.42,23.54,6.46,250/25 Mbps,FALSE
Fibre to the Premises,Other RSPs,WA,Urban,24.44,8.97,54.5,25/10 Mbps,FALSE
Fibre to the Node,Aussie Broadband,ACT,Urban,53.57,26.53,12.25,100/40 Mbps,TRUE
Fibre to the Premises,Superloop,ACT,Urban,172.35,20.91,6.47,250/25 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,267.58,21.77,3.71,250/25 Mbps,FALSE
Fibre to the Node,Launtel,TAS,Remote,32.97,6.18,24.84,100/40 Mbps,TRUE
Fibre to the Curb,TPG,NSW,Urban,104.97,18.8,5.14,100/20 Mbps,FALSE
Fibre to the Curb,Dodo & iPrimus,NSW,Urban,107.34,18.85,6.32,100/20 Mbps,FALSE
Fibre to the Premises,Optus,ACT,Urban,271.8,23.71,11.79,250/25 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,106.49,37.87,2.11,100/40 Mbps,FALSE
Fibre to the Node,Other RSPs,QLD,Urban,31.91,11.27,19.57,100/20 Mbps,TRUE
Fibre to the Premises,Exetel,NSW,Urban,102.29,18.51,4.6,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Leaptel,NSW,Urban,53.17,18.74,8.25,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,NSW,Urban,53.38,18.69,8.96,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,105.99,18.84,2.44,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,107.17,37.88,2.84,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Exetel,NSW,Urban,540.3,46.4,10.01,500/50 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,107.24,36.15,8.97,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,107.95,18.89,8.72,100/20 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Urban,53.37,18.7,11.42,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,VIC,Urban,99.08,37.58,29.56,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,104.56,18.37,13.83,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,209.91,18.99,22.72,250/25 Mbps,FALSE
Fibre to the Premises,Leaptel,NSW,Urban,268.68,23.81,4.3,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,108.21,18.92,8.85,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,WA,Urban,239.29,22.44,57.03,250/25 Mbps,FALSE
Fibre to the Premises,Leaptel,ACT,Urban,249.82,23.52,9.82,250/25 Mbps,FALSE
Fibre to the Node,Vodafone,NSW,Urban,72.33,18.4,9.14,100/20 Mbps,TRUE
Hybrid Fibre Coaxial,Dodo & iPrimus,NSW,Urban,26.31,9.4,8.52,25/10 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NSW,Urban,53.69,18.91,8.41,50/20 Mbps,FALSE
Fibre to the Node,Leaptel,NSW,Urban,90.99,18.37,10.74,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,ACT,Urban,35.06,8.6,13.98,50/20 Mbps,TRUE
Fibre to the Node,Superloop,NSW,Urban,105.07,18.87,14.27,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,51.27,18.53,14.5,50/20 Mbps,FALSE
Fibre to the Curb,Other RSPs,NSW,Urban,107.29,18.92,5.89,100/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,102.99,37.93,11.31,100/40 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,57.48,16.6,12.22,100/20 Mbps,TRUE
Fibre to the Premises,Exetel,NSW,Urban,534.01,47.1,3.4,500/50 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,99.33,17.08,3.73,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,263.2,23.66,3.88,250/25 Mbps,FALSE
Fibre to the Curb,TPG,NSW,Urban,52.83,18.65,4.79,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,52.66,18.66,7.92,50/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,108.38,18.95,16.11,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Major Rural,268.35,23.68,10.82,250/25 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NSW,Urban,52.85,18.82,10.21,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,51.34,18.21,8.32,50/20 Mbps,FALSE
Fibre to the Node,Other RSPs,WA,Urban,52.61,18.82,60.88,50/20 Mbps,FALSE
Fibre to the Node,Superloop,NSW,Urban,54.33,18.97,22.64,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Telstra,NSW,Urban,107.07,18.98,9.82,100/20 Mbps,FALSE
Fibre to the Curb,Aussie Broadband,NSW,Urban,108.64,37.95,4.99,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,NSW,Urban,267.5,22.54,8.28,250/25 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,108.27,18.08,3.61,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Dodo & iPrimus,NSW,Urban,52.23,18.72,7.83,50/20 Mbps,FALSE
Fibre to the Node,Vodafone,NSW,Urban,95.35,18.62,8.19,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Urban,271.64,23.67,5.3,250/25 Mbps,FALSE
Hybrid Fibre Coaxial,Other RSPs,NSW,Urban,21.15,8.56,10.51,25/10 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,NSW,Urban,108.28,37.84,1.54,100/40 Mbps,FALSE
Hybrid Fibre Coaxial,Other RSPs,QLD,Urban,49.88,16.88,26.57,50/20 Mbps,FALSE
Fibre to the Node,Launtel,ACT,Urban,101.98,18.17,24.06,100/20 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,54.2,18.86,9.08,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,NSW,Urban,97.3,4.66,16.47,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NT + SA,Urban,51.93,18.85,24.27,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Leaptel,NSW,Urban,105.71,18.91,9.39,100/20 Mbps,FALSE
Fibre to the Node,Other RSPs,ACT,Urban,54.15,18.95,13.48,50/20 Mbps,FALSE
Fibre to the Premises,Leaptel,NSW,Urban,106.54,18.96,1.96,100/20 Mbps,FALSE
Fibre to the Node,Superloop,NSW,Urban,26.73,9.41,10.81,25/10 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,106.42,18.78,2.54,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,102.1,37.15,7.89,100/40 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Urban,21.36,4.62,7.56,25/5 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Major Rural,53.03,18.72,19.63,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,NSW,Urban,267.18,23.53,8.07,250/25 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,247.36,23.64,3.5,250/25 Mbps,FALSE
Fibre to the Curb,TPG,NSW,Urban,53.22,18.75,4.94,50/20 Mbps,FALSE
Fibre to the Node,Vodafone,NSW,Urban,24.86,4.26,12.27,25/5 Mbps,FALSE
Fibre to the Premises,Launtel,NSW,Urban,104.02,18.95,4,100/20 Mbps,FALSE
Fibre to the Premises,Exetel,NSW,Major Rural,107.03,18.81,6.19,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NSW,Urban,108.03,18.93,11.17,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,VIC,Urban,51.55,18.84,15.56,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,QLD,Urban,48.48,18.47,22.8,50/20 Mbps,FALSE
Fibre to the Node,Vodafone,NSW,Urban,88.9,18.41,10.41,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,TPG,NSW,Urban,106.84,18.72,11.69,100/20 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,52.96,18.83,10.22,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Vodafone,NSW,Urban,53.32,18.76,7.69,50/20 Mbps,FALSE
Fibre to the Node,TPG,WA,Urban,45.18,8.78,16.21,50/20 Mbps,FALSE
Fibre to the Premises,Vodafone,NSW,Urban,53.19,18.79,3.68,50/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,ACT,Urban,91.79,18.96,14.59,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,245.63,23.81,4.31,250/25 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,105.53,18.75,3.56,100/20 Mbps,FALSE
Fibre to the Premises,Telstra,NSW,Urban,107.07,17.88,2.9,100/20 Mbps,FALSE
Fibre to the Node,Aussie Broadband,NSW,Urban,94.94,35.57,8.7,100/40 Mbps,FALSE
Fibre to the Node,TPG,NSW,Urban,106.27,18.79,11.66,100/20 Mbps,FALSE
Fibre to the Node,Leaptel,ACT,Urban,52.92,18.82,13.95,50/20 Mbps,FALSE
Fibre to the Node,Other RSPs,NSW,Urban,27.87,13.38,23.06,50/20 Mbps,TRUE
Fibre to the Premises,Exetel,NSW,Urban,108,18.77,6.96,100/20 Mbps,FALSE
Fibre to the Node,Other RSPs,QLD,Major Rural,43.95,18.59,26.26,50/20 Mbps,FALSE
Fibre to the Node,TPG,NSW,Major Rural,26.18,4.3,22.91,25/5 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,271.94,23.68,7.84,250/25 Mbps,FALSE
Fibre to the Node,Other RSPs,NSW,Minor Rural,23.44,6.27,20.72,25/10 Mbps,FALSE
Fibre to the Premises,Other RSPs,TAS,Minor Rural,24.81,9.37,26.27,25/10 Mbps,FALSE
Fibre to the Premises,TPG,VIC,Urban,107.49,18.83,7.68,100/20 Mbps,FALSE
Fibre to the Premises,Aussie Broadband,ACT,Urban,104.57,18.24,6.47,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,108.67,18.97,7.9,100/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,45.02,18.61,5.61,50/20 Mbps,FALSE
Fibre to the Premises,Other RSPs,NSW,Urban,50.98,18.22,15.45,50/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,95.52,33.84,9.23,100/40 Mbps,FALSE
Fibre to the Premises,TPG,NSW,Urban,107.67,18.85,3.7,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,270.4,23.62,8.19,250/25 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,50.23,18.84,10.34,50/20 Mbps,FALSE
Fibre to the Node,Dodo & iPrimus,ACT,Urban,53.68,18.87,11.97,50/20 Mbps,FALSE
Fibre to the Node,iiNet,NSW,Urban,53.47,18.56,15.48,50/20 Mbps,FALSE
Fibre to the Premises,Launtel,NSW,Urban,104.92,18.29,1.99,100/20 Mbps,FALSE
Fibre to the Node,Exetel,NSW,Urban,96.92,18.96,8.51,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Superloop,NSW,Urban,107.69,37.76,8.13,100/40 Mbps,FALSE
Fibre to the Premises,Dodo & iPrimus,NSW,Urban,106.27,18.82,8.71,100/20 Mbps,FALSE
Hybrid Fibre Coaxial,Aussie Broadband,NSW,Urban,101.95,37.21,9.75,100/40 Mbps,FALSE
